customer_id,first_name,last_name,email,gender,age,city,state,signup_date,loyalty_tier,preferred_channel
CUST00249,Sandra,Douglas,ilewis@example.com,Male,31,East Steven,KY,2023-11-21,Bronze,Mobile App
CUST00250,Heather,Taylor,johnsantiago@example.net,Female,61,Michaelview,UT,2026-06-03,Gold,Website
CUST00251,Jesse,Garcia,jennifer12@example.org,Male,30,Thomasberg,IA,2024-04-28,Bronze,In-Store
CUST00252,Tiffany,Moore,mwoods@example.com,Female,59,Lake Nicoleview,WI,2026-07-07,Bronze,Mobile App
CUST00253,Debbie,Velez,pearsonjesse@example.net,Male,33,Lake Curtis,WA,2024-08-09,Bronze,In-Store
CUST00254,Sharon,Gentry,robertmonroe@example.org,Other,31,Natashaport,IA,2025-10-19,Bronze,Mobile App
CUST00255,Randy,Simpson,nancy04@example.net,Female,68,Reidstad,GA,2026-08-11,Bronze,In-Store
CUST00256,Sarah,Rogers,ihays@example.net,Female,26,North Judithbury,IN,2025-06-10,Bronze,Mobile App
CUST00257,Sheena,Rosales,znelson@example.org,Female,26,Barbaraland,AZ,2025-02-12,Bronze,Website
CUST00258,Jessica,Wong,alexisrogers@example.com,Female,29,Michaelview,UT,2024-08-20,Silver,Website
CUST00259,Katherine,Thompson,gwilcox@example.com,Other,25,South Colinstad,PA,2025-05-03,Silver,Mobile App
CUST00260,Elizabeth,Lopez,thomasboyle@example.org,Male,50,Danielchester,GA,2023-11-29,Bronze,Mobile App
CUST00261,Joe,Molina,kevin90@example.com,Other,20,Tashatown,TX,2024-06-05,Silver,Mobile App
CUST00262,Heather,Brown,marshallerik@example.net,Other,19,Meaganhaven,PA,2025-08-04,Bronze,Website
CUST00263,Paula,Padilla,hannah45@example.net,Male,61,Danielchester,GA,2025-02-22,Gold,Website
CUST00264,Susan,Mendoza,madkins@example.com,Female,38,Tashatown,TX,2024-04-23,Bronze,Mobile App
CUST00265,Andrea,Ruiz,kathleenbecker@example.net,Other,58,Lake Debra,ND,2024-11-20,Bronze,Mobile App
CUST00266,Christopher,Griffin,christian91@example.org,Other,51,Carlshire,FM,2026-03-30,Bronze,Website
CUST00267,Rebecca,Harris,franklinbond@example.com,Female,68,New Rita,VI,2026-02-10,Silver,Mobile App
CUST00268,Jamie,Aguilar,nolansean@example.org,Female,45,New Mariotown,DE,2023-12-31,Silver,Mobile App
CUST00269,William,Bryant,hansenemily@example.com,Male,43,Reidstad,GA,2024-12-31,Bronze,Mobile App
CUST00270,Randy,Velasquez,bethwilliams@example.com,Male,60,Port Lindachester,MA,2025-10-19,Bronze,Website
CUST00271,Amber,Brown,andersenthomas@example.com,Male,22,Lindsaymouth,ND,2025-09-24,Silver,Website
CUST00272,Kayla,Cannon,ybrooks@example.com,Female,65,Robinsonshire,KY,2024-11-12,Bronze,Mobile App
CUST00273,Rebecca,Bennett,desireebailey@example.org,Other,53,South Colinstad,PA,2026-03-26,Silver,Mobile App
CUST00274,Phillip,Anderson,maryavila@example.com,Other,66,Ericmouth,CT,2026-08-07,Bronze,Mobile App
CUST00275,Jennifer,Coleman,pmorrow@example.com,Other,37,East William,AK,2025-01-10,Platinum,Website
CUST00276,Joshua,Pineda,johnsondonna@example.net,Female,60,Natashaport,IA,2024-09-05,Silver,Mobile App
CUST00277,Nicole,Smith,carloswheeler@example.com,Other,41,Port Lindachester,MA,2025-12-04,Bronze,Website
CUST00278,Jacqueline,Williams,moralesjimmy@example.org,Male,72,East Steven,KY,2025-06-05,Silver,Mobile App
CUST00279,Kimberly,Taylor,jim95@example.net,Other,53,East Donna,OH,2025-11-21,Silver,Website
CUST00280,Emily,Flores,nancy83@example.com,Male,62,East Steven,KY,2025-06-05,Bronze,In-Store
CUST00281,Bruce,Fry,conniesimmons@example.com,Female,73,Jasonfort,MO,2024-07-18,Bronze,Website
CUST00282,Maxwell,Schneider,ufloyd@example.net,Other,58,Daviston,VI,2023-10-17,Bronze,In-Store
CUST00283,Edward,Bennett,oallen@example.com,Female,42,Robinsonshire,KY,2024-11-20,Silver,Mobile App
CUST00284,Drew,Ford,harttammy@example.net,Male,64,Jasonfort,MO,2026-03-13,Bronze,Website
CUST00285,Paul,Scott,deborah75@example.org,Female,27,Natashaport,IA,2025-03-23,Silver,Website
CUST00286,Maria,Williams,mnunez@example.org,Female,35,East Donna,OH,2025-03-30,Bronze,Mobile App
CUST00287,Jacob,Gill,timothybooth@example.com,Male,44,South Patrickmouth,NC,2026-03-31,Silver,Website
CUST00288,Regina,Lewis,suzannewilson@example.com,Male,25,New Rita,VI,2024-07-21,Bronze,Website
CUST00289,Heather,Padilla,jherman@example.com,Other,37,East Natalieland,CO,2026-05-14,Silver,Website
CUST00290,Oscar,Ferguson,kyle58@example.com,Female,18,Daviston,VI,2025-12-14,Platinum,Website
CUST00291,Leah,Bowen,robin55@example.com,Male,36,Port Craig,KY,2025-01-13,Gold,Website
CUST00292,Michelle,Figueroa,greensarah@example.net,Male,29,North Judithbury,IN,2023-10-16,Silver,Website
CUST00293,Kenneth,Gonzalez,noahwhitaker@example.com,Other,53,East Nathaniel,GA,2025-10-15,Silver,In-Store
CUST00294,Sherry,Morgan,plevy@example.net,Other,20,Thomasberg,IA,2025-04-15,Bronze,Mobile App
CUST00295,Gary,Norton,donaldpayne@example.org,Male,54,Lake Nicoleview,WI,2025-02-09,Gold,Mobile App
CUST00296,Amber,May,warrenmary@example.org,Male,36,Daviston,VI,2026-05-17,Silver,Website
CUST00297,Elizabeth,Duran,otaylor@example.org,Female,69,Lake Curtis,WA,2026-06-16,Platinum,In-Store
CUST00298,Edward,Robinson,nbrooks@example.net,Male,23,Lake Nicoleview,WI,2023-11-09,Gold,Mobile App
CUST00299,Christina,Webb,ismith@example.net,Other,43,Port Lindachester,MA,2025-08-19,Bronze,Mobile App
CUST00300,Alvin,Bowen,andre62@example.org,Other,39,Daviston,VI,2024-11-15,Gold,Website
CUST00301,Alice,Allen,lisa46@example.org,Other,25,South Christianport,MP,2026-05-18,Bronze,Mobile App
CUST00302,Richard,Cunningham,kevinclayton@example.org,Male,40,Port Keith,CO,2024-10-05,Gold,Mobile App
CUST00303,Michele,Malone,sullivannicholas@example.com,Female,34,Lindsaymouth,ND,2025-08-04,Bronze,Website
CUST00304,Albert,Jackson,pbruce@example.com,Other,22,Cabreraside,WI,2023-10-27,Bronze,Website
CUST00305,Michaela,Davis,hallrachel@example.net,Other,66,Smithview,NY,2025-05-01,Silver,Mobile App
CUST00306,Thomas,Williams,cohenjuan@example.net,Other,38,Natashaport,IA,2026-04-15,Silver,In-Store
CUST00307,Antonio,Mcfarland,alexis39@example.org,Female,48,Carlshire,FM,2025-04-29,Bronze,Mobile App
CUST00308,Jennifer,Sanders,evansanne@example.net,Other,21,East Lydiamouth,MO,2025-11-19,Gold,Website
CUST00309,Paul,Mosley,patrick21@example.net,Male,20,Lake Debra,ND,2026-02-16,Bronze,Website
CUST00310,Michael,Davis,marypeterson@example.net,Female,57,Lake Mark,WI,2025-11-12,Bronze,Mobile App
CUST00311,Randy,Ayala,walterskristen@example.com,Other,68,Coxberg,NY,2026-06-27,Silver,Mobile App
CUST00312,Michael,Pugh,llopez@example.net,Other,59,New Roberttown,CO,2025-02-09,Bronze,Website
CUST00313,Kelsey,Phillips,jennifermiller@example.org,Female,21,Cabreraside,WI,2024-10-12,Silver,Mobile App
CUST00314,Kristen,Moore,gstewart@example.org,Female,50,Jasonfort,MO,2024-10-12,Platinum,Mobile App
CUST00315,Kyle,Ward,curtis12@example.com,Male,46,New Roberttown,CO,2023-09-02,Bronze,Mobile App
CUST00316,Angela,Russell,davisangela@example.net,Male,36,East Donna,OH,2024-12-26,Bronze,Website
CUST00317,Mark,Cruz,robert18@example.org,Female,68,Jasonfort,MO,2025-06-05,Silver,Mobile App
CUST00318,Gavin,James,josephadams@example.org,Female,53,Jasonfort,MO,2025-05-08,Bronze,Mobile App
CUST00319,Ryan,Fisher,xpatton@example.com,Other,56,Lake Mark,WI,2023-11-04,Bronze,In-Store
CUST00320,Jennifer,Simpson,stephentaylor@example.org,Other,27,Jasonfort,MO,2026-06-15,Bronze,In-Store
CUST00321,Martin,Oliver,scott69@example.org,Other,60,East Lydiamouth,MO,2026-06-20,Platinum,Website
CUST00322,Carrie,Dominguez,zedwards@example.com,Female,37,Cabreraside,WI,2024-07-18,Silver,Mobile App
CUST00323,Heather,Henry,markramirez@example.com,Other,62,Jasonfort,MO,2024-07-08,Gold,In-Store
CUST00324,Sarah,Gonzalez,erinpierce@example.net,Other,45,Meaganhaven,PA,2024-09-26,Bronze,Mobile App
CUST00325,Jeanette,Gonzales,marie16@example.net,Female,31,Lake Curtis,WA,2025-01-08,Bronze,Website
CUST00326,Cynthia,Allen,jennifermccormick@example.org,Female,27,Smithview,NY,2025-02-18,Bronze,Website
CUST00327,Carla,Aguilar,ystephens@example.com,Other,71,Port Lindachester,MA,2024-12-26,Silver,Mobile App
CUST00328,Lisa,Wheeler,rodriguezjohn@example.net,Male,74,Meaganhaven,PA,2025-09-25,Bronze,In-Store
CUST00329,Deborah,Williams,vrasmussen@example.com,Female,28,South Colinstad,PA,2024-09-15,Silver,Website
CUST00330,Corey,Walker,seanmyers@example.net,Female,64,East Donna,OH,2023-12-20,Gold,Mobile App
CUST00331,Vincent,Cooper,webbkenneth@example.org,Other,33,East Courtneychester,PA,2025-05-26,Bronze,In-Store
CUST00332,Shelia,Thomas,matthew38@example.com,Other,68,East Donna,OH,2023-12-31,Bronze,Mobile App
CUST00333,Connor,Bowen,tflores@example.org,Male,75,East Nathaniel,GA,2024-09-08,Bronze,In-Store
CUST00334,Darin,Sweeney,byrdfrank@example.net,Other,46,Juliechester,MH,2026-01-21,Silver,Mobile App
CUST00335,Greg,Moore,omullen@example.com,Other,51,Lake Mark,WI,2024-05-18,Gold,Mobile App
CUST00336,Jacob,Sandoval,njohnson@example.org,Other,26,South Christianport,MP,2025-07-10,Gold,In-Store
CUST00337,Russell,Smith,jamiegoodwin@example.org,Male,53,East William,AK,2024-12-26,Silver,In-Store
CUST00338,Lauren,Herrera,mark71@example.com,Male,23,Meaganhaven,PA,2025-05-14,Gold,In-Store
CUST00339,Tracy,Church,candice96@example.net,Other,27,East Steven,KY,2025-08-23,Bronze,In-Store
CUST00340,Michael,Ellis,lisamccarthy@example.com,Female,70,Robinsonshire,KY,2023-12-29,Platinum,Mobile App
CUST00341,Brittany,Powers,david41@example.org,Male,21,Thomasberg,IA,2026-05-18,Platinum,Website
CUST00342,Donald,Price,baileyhenderson@example.com,Female,41,Juliechester,MH,2024-10-05,Bronze,Website
CUST00343,Heather,Brewer,angelaburns@example.org,Other,59,Carlshire,FM,2025-07-16,Platinum,Website
CUST00344,Megan,Harvey,stephanie72@example.org,Male,71,Lindsaymouth,ND,2024-03-17,Bronze,Mobile App
CUST00345,Tamara,Wagner,fortiz@example.com,Male,46,South Colinstad,PA,2026-01-26,Gold,Mobile App
CUST00346,Scott,Jackson,flynnjeffrey@example.org,Female,71,Robinsonshire,KY,2025-10-05,Bronze,Website
CUST00347,Amanda,Jackson,xcunningham@example.com,Female,67,Cabreraside,WI,2024-06-20,Silver,Website
CUST00348,Daniel,Wilson,amber07@example.net,Female,44,East Lydiamouth,MO,2025-04-14,Bronze,Mobile App
CUST00349,Ronald,Fitzgerald,kennethkidd@example.com,Female,71,East Donna,OH,2024-04-20,Silver,In-Store
CUST00350,Michelle,Miller,rowejoel@example.net,Other,50,Cabreraside,WI,2024-06-07,Silver,Mobile App
CUST00351,Michael,Page,imartin@example.org,Female,57,Lindsaymouth,ND,2025-05-25,Bronze,Website
CUST00352,Linda,Hudson,candice25@example.net,Other,60,Natashaport,IA,2026-01-25,Bronze,Website
CUST00353,Ashley,Farley,taylorkaren@example.com,Other,52,Juliechester,MH,2024-07-09,Bronze,Mobile App
CUST00354,Victoria,Camacho,jacquelineanderson@example.org,Male,73,New Rita,VI,2026-05-19,Silver,Mobile App
CUST00355,Maria,Juarez,kburns@example.net,Male,65,Coxberg,NY,2025-10-06,Platinum,Website
CUST00356,Robert,Hayes,powellkara@example.net,Other,60,Lake Debra,ND,2024-06-14,Bronze,Mobile App
CUST00357,Miguel,Clements,brandi17@example.net,Male,26,East Natalieland,CO,2026-06-07,Silver,Website
CUST00358,Michael,Brown,brobinson@example.org,Other,29,East Nathaniel,GA,2025-08-16,Bronze,In-Store
CUST00359,Marcus,Campbell,ashleewashington@example.com,Male,58,Lake Nicoleview,WI,2025-02-13,Platinum,Website
CUST00360,Kathryn,Williams,ksmith@example.com,Male,20,South Colinstad,PA,2026-04-22,Bronze,Website
CUST00361,Victoria,Patterson,nicoleturner@example.com,Female,38,New Roberttown,CO,2025-01-03,Gold,In-Store
CUST00362,Michael,Miller,brettgarrett@example.net,Other,48,New Rita,VI,2023-12-07,Bronze,Website
CUST00363,Jim,Rios,smiththomas@example.org,Female,73,Port Keith,CO,2025-09-23,Bronze,Mobile App
CUST00364,April,Wallace,dominguezlisa@example.com,Male,45,East Steven,KY,2025-05-31,Bronze,In-Store
CUST00365,Tim,Perez,crosscurtis@example.com,Male,39,Tashatown,TX,2025-09-17,Gold,In-Store
CUST00366,Kevin,Reyes,darlenebyrd@example.org,Male,69,Smithview,NY,2024-09-29,Silver,Mobile App
CUST00367,Alan,Santos,nbell@example.net,Female,45,Robinsonshire,KY,2025-03-24,Silver,Mobile App
CUST00368,Samantha,Jensen,fheath@example.org,Male,24,Barbaraland,AZ,2025-11-15,Silver,Website
CUST00369,David,Blair,sylvia52@example.org,Other,63,Lake Mark,WI,2024-01-26,Bronze,Mobile App
CUST00370,Christopher,Tran,kimberly04@example.org,Female,64,Tashatown,TX,2024-06-22,Bronze,In-Store
CUST00371,William,Adkins,debbie37@example.com,Male,35,Thomasberg,IA,2025-03-10,Silver,Mobile App
CUST00372,Victor,Wheeler,hatfieldsarah@example.org,Other,43,East William,AK,2023-12-28,Bronze,Website
CUST00373,Mary,Fisher,kathrynbest@example.org,Female,72,South Christianport,MP,2024-10-19,Platinum,Mobile App
CUST00374,Carlos,Baker,livingstonstacy@example.com,Female,33,Tashatown,TX,2023-09-15,Bronze,In-Store
CUST00375,Courtney,Mason,zhenderson@example.org,Other,20,Juliechester,MH,2025-02-26,Bronze,Mobile App
CUST00376,Amanda,Hernandez,collinswilliam@example.org,Male,46,Tashatown,TX,2025-07-21,Platinum,In-Store
CUST00377,Eric,Murphy,collinssamuel@example.org,Male,43,Natashaport,IA,2026-07-18,Bronze,Website
CUST00378,Christopher,Hamilton,dsalazar@example.com,Female,19,East Steven,KY,2023-10-29,Bronze,Mobile App
CUST00379,Diane,Thompson,zimmermanjacqueline@example.org,Other,25,Smithview,NY,2025-08-18,Silver,Website
CUST00380,Michael,Holmes,gary24@example.net,Female,57,New Cynthiaside,VA,2025-02-15,Silver,Website
CUST00381,Kelsey,Johnson,enelson@example.com,Female,72,Smithview,NY,2026-04-13,Bronze,Website
CUST00382,Barbara,Jones,ddixon@example.com,Male,23,Barbaraland,AZ,2025-10-07,Gold,In-Store
CUST00383,Garrett,Moore,shannonemily@example.org,Other,22,Carlshire,FM,2026-03-15,Silver,Mobile App
CUST00384,William,Williams,sanchezthomas@example.com,Female,63,Lake Mark,WI,2024-05-01,Gold,Mobile App
CUST00385,Harold,Horne,tranrobin@example.net,Other,32,Barbaraland,AZ,2026-05-20,Gold,Website
CUST00386,Jeffrey,Wright,joseph19@example.com,Female,68,Port Keith,CO,2025-08-07,Gold,Mobile App
CUST00387,Emily,Williams,lindajarvis@example.com,Male,47,Juliechester,MH,2024-01-04,Silver,In-Store
CUST00388,Steven,Campbell,mark87@example.org,Female,22,New Mariotown,DE,2023-11-10,Bronze,Website
CUST00389,Kelly,Mueller,stevenvargas@example.com,Male,70,Danielchester,GA,2024-09-30,Silver,Mobile App
CUST00390,Kimberly,Oconnor,edwardrandolph@example.org,Other,22,South Colinstad,PA,2026-08-12,Platinum,Mobile App
CUST00391,Michael,Franco,tapiaaaron@example.net,Other,58,Meaganhaven,PA,2024-05-06,Bronze,Mobile App
CUST00392,Joann,Parker,alyssaallen@example.com,Female,71,South Colinstad,PA,2024-10-08,Bronze,Website
CUST00393,Teresa,Thomas,christopher38@example.com,Female,38,Lindsaymouth,ND,2026-07-03,Bronze,In-Store
CUST00394,Nathan,Villegas,carpenterwilliam@example.net,Other,75,Reidstad,GA,2025-09-25,Bronze,Website
CUST00395,Charles,Bradley,ibates@example.org,Other,53,Robinsonshire,KY,2026-02-01,Bronze,Website
CUST00396,Melissa,Howe,vhaynes@example.com,Female,50,East Lydiamouth,MO,2024-07-08,Silver,Mobile App
CUST00397,Joseph,Jones,derekcarrillo@example.org,Female,28,East Natalieland,CO,2024-08-06,Platinum,Mobile App
CUST00398,Frank,Owens,wmartinez@example.org,Other,20,Cabreraside,WI,2024-02-12,Bronze,In-Store
CUST00399,Steven,Phelps,mooregina@example.net,Other,67,Lake Curtis,WA,2024-12-29,Bronze,Mobile App
CUST00400,Billy,Huff,eddie35@example.com,Male,57,Port Craig,KY,2025-09-20,Gold,Mobile App
CUST00401,Erica,Green,anthonysullivan@example.com,Other,36,Smithview,NY,2025-03-06,Gold,Mobile App
CUST00402,Andrea,Davis,laradonald@example.org,Other,43,East Lydiamouth,MO,2025-04-21,Silver,Website
CUST00403,Kimberly,Walker,madisonwatson@example.net,Female,46,Lake Debra,ND,2023-11-02,Silver,Mobile App
CUST00404,Christopher,Willis,johnsoncaleb@example.net,Other,27,Lake Nicoleview,WI,2026-06-08,Bronze,Website
CUST00405,David,Stein,david70@example.org,Male,43,Carlshire,FM,2024-12-20,Silver,Website
CUST00406,Ryan,Ramsey,rjohnson@example.com,Female,38,Juliechester,MH,2026-05-24,Silver,Website
CUST00407,Jason,Lopez,sean20@example.net,Female,27,Ericmouth,CT,2024-03-02,Bronze,Website
CUST00408,John,Phillips,eandrade@example.org,Other,44,Lake Mark,WI,2025-06-28,Platinum,Website
CUST00409,Patrick,Barnes,crystalpham@example.org,Other,64,South Christianport,MP,2023-12-01,Gold,Website
CUST00410,Kimberly,Howard,kcooper@example.net,Other,47,South Christianport,MP,2026-08-03,Silver,Mobile App
CUST00411,Joseph,Johnson,anthonycochran@example.com,Female,43,East Lydiamouth,MO,2024-08-10,Silver,Mobile App
CUST00412,Victoria,Moreno,terrigarcia@example.net,Male,21,Michaelview,UT,2023-10-30,Bronze,Website
CUST00413,Amanda,Moody,gallagherstacie@example.net,Other,61,Smithview,NY,2024-05-15,Silver,Mobile App
CUST00414,Laura,Kelly,gregorywatkins@example.net,Female,45,East Nathaniel,GA,2026-03-01,Bronze,Website
CUST00415,Robin,Johnson,stacey92@example.net,Male,41,New Cynthiaside,VA,2025-09-21,Silver,Website
CUST00416,Mary,Cochran,lweaver@example.com,Female,41,East William,AK,2026-06-20,Silver,Mobile App
CUST00417,Brian,Guzman,foxaaron@example.net,Male,66,Lake Debra,ND,2023-10-08,Bronze,Mobile App
CUST00418,David,Love,brian29@example.net,Female,26,East Donna,OH,2024-04-02,Silver,In-Store
CUST00419,Kim,Mathis,susan56@example.net,Male,53,Daviston,VI,2026-05-17,Bronze,In-Store
CUST00420,Kevin,Taylor,jessicakim@example.net,Other,43,Lindsaymouth,ND,2023-12-15,Bronze,Mobile App
CUST00421,Debra,Thompson,jeffrey92@example.com,Other,39,New Roberttown,CO,2026-07-03,Bronze,In-Store
CUST00422,Haley,Anderson,rushstacy@example.com,Other,75,Meaganhaven,PA,2024-07-25,Silver,Mobile App
CUST00423,Kelli,Bradley,carriemccall@example.net,Male,28,Carlshire,FM,2026-03-06,Platinum,Website
CUST00424,Ariana,Zuniga,markmiller@example.com,Male,55,East Donna,OH,2024-04-23,Silver,Website
CUST00425,Gary,Mcclure,underwoodelizabeth@example.net,Other,54,New Rita,VI,2026-07-26,Silver,Website
CUST00426,Sean,Baker,heatherbell@example.org,Other,25,Lake Curtis,WA,2026-04-14,Bronze,In-Store
CUST00427,Brandon,Kim,acosta@example.com,Other,73,East Natalieland,CO,2025-10-16,Bronze,Mobile App
CUST00428,Michael,Bennett,kkramer@example.net,Male,59,Lake Curtis,WA,2026-04-08,Silver,In-Store
CUST00429,Jeremiah,Hayes,phillipslucas@example.org,Other,21,East Natalieland,CO,2025-11-26,Silver,Mobile App
CUST00430,George,Bennett,paynerachael@example.org,Other,57,South Christianport,MP,2023-11-16,Silver,In-Store
CUST00431,Tricia,Barry,reynoldsdesiree@example.net,Other,33,Coxberg,NY,2024-08-28,Bronze,Website
CUST00432,Eric,Garcia,terriortiz@example.net,Male,38,Ericmouth,CT,2026-04-17,Bronze,Mobile App
CUST00433,Jessica,Baker,kenneth10@example.com,Male,50,East Courtneychester,PA,2025-10-17,Silver,In-Store
CUST00434,Mary,Hernandez,adam14@example.net,Other,64,Danielchester,GA,2025-05-08,Gold,Website
CUST00435,Timothy,Davis,georgecarter@example.org,Other,38,South Colinstad,PA,2025-07-04,Silver,In-Store
CUST00436,Darrell,Glover,qburns@example.com,Male,29,Danielchester,GA,2025-01-21,Silver,Mobile App
CUST00437,Amy,Lopez,cwood@example.org,Male,61,East Nathaniel,GA,2023-12-04,Bronze,In-Store
CUST00438,Steven,Perez,anne21@example.org,Female,33,New Cynthiaside,VA,2024-06-08,Silver,Website
CUST00439,Lindsey,Gutierrez,angelarandall@example.net,Male,67,East Lydiamouth,MO,2025-08-20,Bronze,Website
CUST00440,Amanda,Camacho,parmstrong@example.com,Male,38,Port Craig,KY,2024-11-23,Silver,Mobile App
CUST00441,Ralph,Nash,shawrachel@example.net,Other,35,New Mariotown,DE,2024-07-16,Platinum,Website
CUST00442,Christine,Martinez,kthompson@example.org,Male,75,Natashaport,IA,2025-08-30,Silver,In-Store
CUST00443,David,Henderson,oharris@example.org,Female,36,Thomasberg,IA,2026-01-19,Platinum,Website
CUST00444,Jonathan,Bartlett,millerangela@example.net,Male,59,Robinsonshire,KY,2026-02-16,Bronze,Website
CUST00445,Joshua,Ellis,buchanancindy@example.net,Other,35,Danielchester,GA,2024-08-15,Bronze,In-Store
CUST00446,Daniel,Hernandez,buckleyanna@example.org,Other,65,East Steven,KY,2025-12-21,Bronze,Mobile App
CUST00447,Mikayla,Beard,pbaker@example.com,Other,32,Michaelview,UT,2025-12-25,Bronze,Mobile App
CUST00448,Thomas,Jackson,mthomas@example.net,Male,63,East William,AK,2025-05-08,Bronze,Mobile App
CUST00449,Benjamin,Preston,hannah07@example.com,Other,28,South Colinstad,PA,2025-09-17,Bronze,Mobile App
CUST00450,Andrew,Roth,larry71@example.org,Female,66,Danielchester,GA,2026-04-25,Silver,In-Store
CUST00451,Terri,Ramos,joseph69@example.net,Female,67,Carlshire,FM,2024-01-20,Bronze,Website
CUST00452,Scott,Mcintyre,wfigueroa@example.net,Other,64,Natashaport,IA,2023-12-02,Bronze,In-Store
CUST00453,Lori,Robertson,cameronmckinney@example.com,Female,44,New Roberttown,CO,2026-03-24,Gold,In-Store
CUST00454,Melissa,Suarez,thompsonnancy@example.org,Female,71,Barbaraland,AZ,2024-01-21,Platinum,Website
CUST00455,John,Bryant,janet45@example.com,Other,73,Smithview,NY,2026-02-19,Bronze,In-Store
CUST00456,Cynthia,Martinez,allentracy@example.com,Other,56,New Roberttown,CO,2025-02-25,Bronze,Website
CUST00457,Monica,Matthews,max41@example.com,Other,52,Jasonfort,MO,2024-03-07,Bronze,Mobile App
CUST00458,Brandon,Nash,mercedesholland@example.net,Male,35,South Colinstad,PA,2023-09-26,Gold,Website
CUST00459,Denise,Palmer,wellsdavid@example.org,Other,47,Ericmouth,CT,2024-04-07,Bronze,Mobile App
CUST00460,Alan,King,jennifer46@example.com,Male,68,Barbaraland,AZ,2025-06-09,Bronze,Website
CUST00461,Stephen,Robinson,erica96@example.net,Other,75,Port Keith,CO,2026-03-07,Bronze,Mobile App
CUST00462,William,Bates,anna99@example.com,Female,43,South Patrickmouth,NC,2023-12-16,Silver,Mobile App
CUST00463,Daniel,Brown,danielle44@example.net,Male,38,Barbaraland,AZ,2024-07-16,Platinum,In-Store
CUST00464,Patricia,Evans,zacharyallen@example.org,Female,46,North Judithbury,IN,2025-10-06,Bronze,In-Store
CUST00465,Leah,Greene,erin07@example.com,Other,54,Jasonfort,MO,2026-01-16,Bronze,Website
CUST00466,Robert,Price,aguilarwanda@example.org,Female,60,Juliechester,MH,2024-06-03,Silver,Website
CUST00467,Jennifer,Parks,qknox@example.com,Other,50,East Lydiamouth,MO,2024-09-02,Bronze,In-Store
CUST00468,Megan,Pittman,kellyruiz@example.net,Other,36,East Lydiamouth,MO,2025-02-27,Silver,Website
CUST00469,Lindsey,Hines,staceylam@example.net,Female,48,Reidstad,GA,2024-06-03,Bronze,Website
CUST00470,Michael,Garner,robert55@example.com,Other,53,Cabreraside,WI,2023-12-02,Bronze,In-Store
CUST00471,Steven,Wilson,delacruzbrandy@example.net,Female,66,East Nathaniel,GA,2025-05-23,Gold,Website
CUST00472,Pamela,Mason,amoreno@example.org,Female,51,Cabreraside,WI,2023-11-13,Gold,Mobile App
CUST00473,Edward,Gay,robert97@example.org,Other,25,Juliechester,MH,2026-03-28,Bronze,Website
CUST00474,Jennifer,Maxwell,lcook@example.com,Female,54,New Mariotown,DE,2024-08-04,Gold,Mobile App
CUST00475,Adam,Hill,barbaramoore@example.org,Other,46,South Christianport,MP,2025-07-15,Bronze,Website
CUST00476,Ryan,Jordan,ysanford@example.org,Male,23,Port Craig,KY,2024-01-15,Silver,In-Store
CUST00477,James,Watson,mcclainkatherine@example.net,Male,26,Tashatown,TX,2023-10-07,Gold,Mobile App
CUST00478,Erica,Sims,jeremywiley@example.com,Other,47,Lake Nicoleview,WI,2024-03-21,Silver,Mobile App
CUST00479,Patrick,Chapman,cameronwilliams@example.com,Male,34,East Lydiamouth,MO,2024-01-14,Silver,In-Store
CUST00480,Abigail,Warren,ibarron@example.com,Female,45,Port Craig,KY,2025-01-02,Silver,Website
CUST00481,Tracy,Christensen,stacyhull@example.com,Female,75,Lake Debra,ND,2026-08-10,Silver,Website
CUST00482,Jeffrey,Mercer,jessicalawrence@example.org,Male,29,Danielchester,GA,2023-09-17,Bronze,In-Store
CUST00483,Jennifer,Conner,qmcdowell@example.net,Male,46,East Courtneychester,PA,2024-01-08,Bronze,In-Store
CUST00484,Brittney,Williams,valdezandrew@example.net,Other,60,Coxberg,NY,2025-07-02,Bronze,In-Store
CUST00485,Sean,Martinez,thomas23@example.net,Male,25,South Colinstad,PA,2023-12-31,Silver,Website
CUST00486,Albert,Fisher,batesjoseph@example.net,Female,64,East Nathaniel,GA,2025-09-08,Bronze,In-Store
CUST00487,Robert,Roach,campbellkristen@example.com,Male,47,North Judithbury,IN,2025-09-24,Gold,Mobile App
CUST00488,James,Baker,michaelortiz@example.org,Male,70,East Nathaniel,GA,2024-03-30,Bronze,Website
CUST00489,Tyler,Clark,arivera@example.org,Male,30,Lake Nicoleview,WI,2023-10-09,Bronze,In-Store
CUST00490,Rebecca,Conley,fhernandez@example.net,Other,44,Ericmouth,CT,2025-08-24,Bronze,Mobile App
CUST00491,Jennifer,Conway,stephenmadden@example.com,Female,24,Lake Curtis,WA,2023-11-17,Bronze,Mobile App
CUST00492,Cory,Thompson,phelpsmichael@example.net,Other,73,Tashatown,TX,2025-01-11,Silver,Website
CUST00493,Joanna,Davis,smithdevon@example.net,Female,52,New Roberttown,CO,2024-07-31,Bronze,Website
CUST00494,Michael,Kim,natalie15@example.com,Male,32,East William,AK,2024-02-28,Bronze,In-Store
CUST00495,Richard,Rivers,mary76@example.net,Other,67,Natashaport,IA,2024-03-13,Bronze,Mobile App
CUST00496,Garrett,Anderson,jarvismegan@example.org,Female,60,Carlshire,FM,2026-04-13,Bronze,Mobile App
